species,decimalLatitude,decimalLongitude,eventDate,week,month,year,month.day,yearday,MonthName,source,family
Libellula incesta,32.6762987919,-84.6352293089,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Libellula vibrans,34.0212731113,-84.4075773822,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Celithemis eponina,33.7677969954,-84.2777682955,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Plathemis lydia,32.9429184,-83.4196608,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Plathemis lydia,31.9519314121,-81.0375894792,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Erythrodiplax minuscula,33.7677702388,-84.2779721434,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Pachydiplax longipennis,33.7680148409,-84.2774926351,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Erythemis simplicicollis,33.7680110475,-84.2772425825,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Celithemis eponina,33.7674062945,-84.2779705168,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Argia tibialis,33.8935165405,-83.4832382202,2023-08-19,33,8,2023,19,231,August,iNAT,Coenagrionidae
Plathemis lydia,33.678955,-84.3395833333,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Celithemis bertha,33.652234,-83.7995116,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Celithemis bertha,33.6579238333,-83.80158025,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Pachydiplax longipennis,34.1510266048,-85.1404287719,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Libellula luctuosa,33.652234,-83.7995116,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Libellula luctuosa,33.6519483889,-83.8004882778,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Ischnura posita,33.9518840068,-83.3575670421,2023-08-19,33,8,2023,19,231,August,iNAT,Coenagrionidae
Libellula incesta,33.9869616667,-84.3250366667,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Libellula incesta,33.549598649000004,-83.7345743994,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Libellula incesta,33.6008246115,-83.8631583817,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Libellula vibrans,33.5015629708,-82.2183514554,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Libellula vibrans,33.5014959366,-82.2183318428,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Libellula vibrans,33.5014915421,-82.2183370557,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Libellula incesta,33.4821963167,-82.2218715787,2023-08-19,33,8,2023,19,231,August,iNAT,Libellulidae
Enallagma aspersum,32.536777926,-84.4065768135,2023-08-18,33,8,2023,18,230,August,iNAT,Coenagrionidae
Calopteryx maculata,34.46363,-84.389045,2023-08-18,33,8,2023,18,230,August,iNAT,Calopterygidae
Celithemis eponina,30.754139,-84.726408,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Dythemis velox,33.9994466667,-84.5352783333,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Libellula luctuosa,33.5848233821,-84.0680016331,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Plathemis lydia,32.9429289722,-83.4197269722,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Libellula luctuosa,34.885845872,-85.2079294904,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Pachydiplax longipennis,32.9430369722,-83.4196019722,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Erythemis simplicicollis,33.6639620583,-83.6062215583,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Plathemis lydia,32.9427319722,-83.4198329722,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Sympetrum ambiguum,33.8823933,-84.1440032,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Perithemis tenera,32.9426739,-83.4197776,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Pachydiplax longipennis,32.9420031,-83.4193063,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Plathemis lydia,33.9851164224,-84.3852841565,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Libellula vibrans,33.9851230945,-84.3853119236,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Argia tibialis,33.990512914200004,-84.3829989317,2023-08-18,33,8,2023,18,230,August,iNAT,Coenagrionidae
Argia tibialis,33.9911532984,-84.3804717425,2023-08-18,33,8,2023,18,230,August,iNAT,Coenagrionidae
Argia apicalis,33.9911748607,-84.3804034643,2023-08-18,33,8,2023,18,230,August,iNAT,Coenagrionidae
Argia apicalis,33.991137376,-84.380528958,2023-08-18,33,8,2023,18,230,August,iNAT,Coenagrionidae
Argia tibialis,33.9908810041,-84.3811510214,2023-08-18,33,8,2023,18,230,August,iNAT,Coenagrionidae
Erythemis simplicicollis,31.1234445,-81.6100783333,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Argia apicalis,33.4460545808,-84.9627087176,2023-08-18,33,8,2023,18,230,August,iNAT,Coenagrionidae
Ischnura posita,33.9908992723,-84.3811190527,2023-08-18,33,8,2023,18,230,August,iNAT,Coenagrionidae
Plathemis lydia,33.9850568001,-84.3836351308,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Ischnura posita,33.9822783672,-84.0088553354,2023-08-18,33,8,2023,18,230,August,iNAT,Coenagrionidae
Plathemis lydia,33.9851164878,-84.3852146418,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Erythemis simplicicollis,31.9519314121,-81.0375894792,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Anax junius,32.843358691,-81.5256816521,2023-08-18,33,8,2023,18,230,August,iNAT,Aeshnidae
Libellula luctuosa,33.7955674121,-84.0724083072,2023-08-18,33,8,2023,18,230,August,iNAT,Libellulidae
Argia apicalis,33.7981,-84.074783,2023-08-18,33,8,2023,18,230,August,iNAT,Coenagrionidae
Plathemis lydia,34.3236694336,-85.1821517944,2023-08-17,33,8,2023,17,229,August,iNAT,Libellulidae
Calopteryx maculata,34.1915588379,-84.4379348755,2023-08-17,33,8,2023,17,229,August,iNAT,Calopterygidae
Erythrodiplax minuscula,31.4830760867,-83.5301943496,2023-08-17,33,8,2023,17,229,August,iNAT,Libellulidae
Pachydiplax longipennis,31.4830760867,-83.5301943496,2023-08-17,33,8,2023,17,229,August,iNAT,Libellulidae
Celithemis eponina,30.75367,-84.726096,2023-08-17,33,8,2023,17,229,August,iNAT,Libellulidae
Argia apicalis,33.9120928518,-83.9050371889,2023-08-17,33,8,2023,17,229,August,iNAT,Coenagrionidae
Libellula incesta,33.279718422,-84.9646909215,2023-08-17,33,8,2023,17,229,August,iNAT,Libellulidae
Plathemis lydia,34.6567728,-83.7199136,2023-08-17,33,8,2023,17,229,August,iNAT,Libellulidae
Libellula vibrans,34.1141892987,-84.4935070351,2023-08-17,33,8,2023,17,229,August,iNAT,Libellulidae
Plathemis lydia,33.1675416667,-83.26757,2023-08-17,33,8,2023,17,229,August,iNAT,Libellulidae
Libellula incesta,32.9426339722,-83.419786,2023-08-17,33,8,2023,17,229,August,iNAT,Libellulidae
Libellula incesta,32.942954,-83.4195179722,2023-08-17,33,8,2023,17,229,August,iNAT,Libellulidae
Erythemis simplicicollis,34.128056,-84.4488049722,2023-08-17,33,8,2023,17,229,August,iNAT,Libellulidae
Libellula incesta,33.8214983523,-84.3795092892,2023-08-17,33,8,2023,17,229,August,iNAT,Libellulidae
Libellula incesta,33.9905202054,-84.4454860161,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Plathemis lydia,33.8981450802,-83.3105647012,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Pachydiplax longipennis,33.5445783333,-82.1492221667,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Erythemis simplicicollis,34.8316226838,-84.9486781447,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Pachydiplax longipennis,33.9388513273,-83.36928903,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Boyeria vinosa,33.858158293,-83.2399161587,2023-08-16,33,8,2023,16,228,August,iNAT,Aeshnidae
Libellula luctuosa,34.0560129403,-84.4285349925,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Plathemis lydia,34.0560902213,-84.4285157256,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Pachydiplax longipennis,34.057994956899996,-84.4291933777,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Libellula luctuosa,34.0565668249,-84.4294949865,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Ischnura posita,34.0564531267,-84.4295808309,2023-08-16,33,8,2023,16,228,August,iNAT,Coenagrionidae
Anax junius,34.0565349965,-84.4295258131,2023-08-16,33,8,2023,16,228,August,iNAT,Aeshnidae
Pachydiplax longipennis,34.0565223609,-84.4295347572,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Libellula incesta,34.056546988,-84.4295497531,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Libellula vibrans,34.225982666,-84.1586990356,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Libellula luctuosa,33.5136552681,-84.7347570834,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Libellula luctuosa,34.1207580566,-85.355758667,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Macromia illinoiensis georgina,33.7539870331,-84.6277089609,2023-08-16,33,8,2023,16,228,August,iNAT,Macromiidae
Libellula incesta,33.6900809594,-84.0490199067,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Plathemis lydia,34.0535280477,-84.6133548394,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Dythemis velox,33.7525106822,-84.6262829779,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Argia translata,33.7525063407,-84.6262813552,2023-08-16,33,8,2023,16,228,August,iNAT,Coenagrionidae
Argia moesta,33.756058275,-84.6228125884,2023-08-16,33,8,2023,16,228,August,iNAT,Coenagrionidae
Libellula vibrans,33.995134553,-84.3678219686,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Argia apicalis,33.9746323098,-83.7316759527,2023-08-16,33,8,2023,16,228,August,iNAT,Coenagrionidae
Libellula incesta,33.9737396257,-83.7313096721,2023-08-16,33,8,2023,16,228,August,iNAT,Libellulidae
Argia apicalis,33.967341526,-83.7277209508,2023-08-16,33,8,2023,16,228,August,iNAT,Coenagrionidae
Argia apicalis,33.967117,-83.727633,2023-08-16,33,8,2023,16,228,August,iNAT,Coenagrionidae
Libellula incesta,33.9811152881,-83.3811804646,2023-08-15,33,8,2023,15,227,August,iNAT,Libellulidae
Plathemis lydia,32.9427777903,-83.4197222069,2023-08-15,33,8,2023,15,227,August,iNAT,Libellulidae
Argia apicalis,33.1781449569,-84.0150569138,2023-08-15,33,8,2023,15,227,August,iNAT,Coenagrionidae
Erythemis simplicicollis,31.9519314121,-81.0375894792,2023-08-15,33,8,2023,15,227,August,iNAT,Libellulidae
Celithemis amanda,31.5924565,-81.8941887997,2023-08-15,33,8,2023,15,227,August,iNAT,Libellulidae
Plathemis lydia,33.8642312194,-84.3776530694,2023-08-15,33,8,2023,15,227,August,iNAT,Libellulidae
Orthemis ferruginea,31.2319583893,-84.4807281494,2023-08-15,33,8,2023,15,227,August,iNAT,Libellulidae
Libellula vibrans,31.4889484233,-83.5341135205,2023-08-15,33,8,2023,15,227,August,iNAT,Libellulidae
Libellula vibrans,31.8907647,-82.9931607,2023-08-14,33,8,2023,14,226,August,iNAT,Libellulidae
Perithemis tenera,33.9903226425,-84.445532801,2023-08-14,33,8,2023,14,226,August,iNAT,Libellulidae
Pachydiplax longipennis,34.0785055,-84.6089866667,2023-08-14,33,8,2023,14,226,August,iNAT,Libellulidae
Plathemis lydia,33.5888997885,-84.0619527302,2023-08-14,33,8,2023,14,226,August,iNAT,Libellulidae
Libellula incesta,33.5817844603,-84.0695036701,2023-08-14,33,8,2023,14,226,August,iNAT,Libellulidae
Libellula vibrans,31.9783544766,-81.1702452039,2023-08-14,33,8,2023,14,226,August,iNAT,Libellulidae
Celithemis eponina,33.7915884238,-83.3364474863,2023-08-14,33,8,2023,14,226,August,iNAT,Libellulidae
Celithemis eponina,33.4907438183,-84.2078705505,2023-08-14,33,8,2023,14,226,August,iNAT,Libellulidae
Libellula auripennis,31.5923735,-81.8941578997,2023-08-14,33,8,2023,14,226,August,iNAT,Libellulidae
Argia fumipennis fumipennis,34.0212406963,-84.4076888858,2023-08-14,33,8,2023,14,226,August,iNAT,Coenagrionidae
Erythemis simplicicollis,32.942667,-83.4197499722,2023-08-14,33,8,2023,14,226,August,iNAT,Libellulidae
Plathemis lydia,34.2558418634,-84.3760528509,2023-08-14,33,8,2023,14,226,August,iNAT,Libellulidae
Libellula incesta,33.5988756449,-85.0887706876,2023-08-14,33,8,2023,14,226,August,iNAT,Libellulidae
Celithemis eponina,30.75389,-84.726537,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Libellula vibrans,33.9518840068,-83.3575670421,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Plathemis lydia,32.9428839722,-83.419691,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Perithemis tenera,32.94292,-83.4196079722,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Pachydiplax longipennis,32.94292,-83.4196079722,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Calopteryx maculata,34.9034179321,-84.3956072513,2023-08-13,32,8,2023,13,225,August,iNAT,Calopterygidae
Calopteryx maculata,32.64138703,-84.7343670393,2023-08-13,32,8,2023,13,225,August,iNAT,Calopterygidae
Pachydiplax longipennis,33.9175123456,-84.2292013773,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Libellula incesta,33.9030055556,-84.0867638889,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Argia fumipennis,33.8048769142,-84.3038160151,2023-08-13,32,8,2023,13,225,August,iNAT,Coenagrionidae
Libellula vibrans,33.9868301,-83.3828295,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Libellula incesta,33.805452629,-84.3036691812,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Libellula luctuosa,34.455795,-84.2936633333,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Argia moesta,33.8054793738,-84.3036262659,2023-08-13,32,8,2023,13,225,August,iNAT,Coenagrionidae
Libellula incesta,33.8057913956,-84.3037657407,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Pachydiplax longipennis,33.805666587,-84.3036477235,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Plathemis lydia,33.8065781313,-84.3044953016,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Pantala hymenaea,33.8063582585,-84.3041092624,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Plathemis lydia,33.8999972222,-83.3879138889,2023-08-13,32,8,2023,13,225,August,iNAT,Libellulidae
Calopteryx maculata,33.8669,-83.691933,2023-08-13,32,8,2023,13,225,August,iNAT,Calopterygidae
Celithemis eponina,30.754182,-84.725793,2023-08-12,32,8,2023,12,224,August,iNAT,Libellulidae
Erythemis simplicicollis,34.8316790653,-84.9486113401,2023-08-12,32,8,2023,12,224,August,iNAT,Libellulidae
Pachydiplax longipennis,32.9428278739,-83.4197319299,2023-08-12,32,8,2023,12,224,August,iNAT,Libellulidae
Libellula incesta,32.6533262528,-84.6004072541,2023-08-12,32,8,2023,12,224,August,iNAT,Libellulidae
Libellula incesta,32.633195086,-84.787682852,2023-08-12,32,8,2023,12,224,August,iNAT,Libellulidae
Libellula auripennis,32.670456328,-84.7769412785,2023-08-12,32,8,2023,12,224,August,iNAT,Libellulidae
Libellula incesta,33.3033662339,-84.4278123651,2023-08-12,32,8,2023,12,224,August,iNAT,Libellulidae
Argia tibialis,33.8001348881,-84.3134737843,2023-08-12,32,8,2023,12,224,August,iNAT,Coenagrionidae
Argia apicalis,33.7987217003,-84.311106352,2023-08-12,32,8,2023,12,224,August,iNAT,Coenagrionidae
Argia apicalis,33.6384883333,-84.1530695,2023-08-12,32,8,2023,12,224,August,iNAT,Coenagrionidae
Plathemis lydia,34.0589305,-84.0500195,2023-08-12,32,8,2023,12,224,August,iNAT,Libellulidae
Libellula incesta,33.7632336601,-84.2957618645,2023-08-12,32,8,2023,12,224,August,iNAT,Libellulidae
Pachydiplax longipennis,33.9452029697,-83.4120249962,2023-08-12,32,8,2023,12,224,August,iNAT,Libellulidae
Libellula incesta,33.4716319142,-84.3055619672,2023-08-12,32,8,2023,12,224,August,iNAT,Libellulidae
Libellula vibrans,33.7836498567,-84.3407395771,2023-08-11,32,8,2023,11,223,August,iNAT,Libellulidae
Orthemis ferruginea,31.0702833333,-83.92272,2023-08-11,32,8,2023,11,223,August,iNAT,Libellulidae
Perithemis tenera,33.4949792909,-82.0032797906,2023-08-11,32,8,2023,11,223,August,iNAT,Libellulidae
Pachydiplax longipennis,33.4936888419,-82.0040308093,2023-08-11,32,8,2023,11,223,August,iNAT,Libellulidae
Celithemis eponina,34.2871253005,-85.2374969595,2023-08-11,32,8,2023,11,223,August,iNAT,Libellulidae
Pachydiplax longipennis,33.9442972222,-83.4677194444,2023-08-10,32,8,2023,10,222,August,iNAT,Libellulidae
Celithemis eponina,30.753616,-84.726334,2023-08-10,32,8,2023,10,222,August,iNAT,Libellulidae
Erythemis simplicicollis,30.753569,-84.726518,2023-08-10,32,8,2023,10,222,August,iNAT,Libellulidae
Celithemis elisa,34.753375,-83.4473116667,2023-08-10,32,8,2023,10,222,August,iNAT,Libellulidae
Progomphus obscurus,33.8575482624,-85.1967943469,2023-08-10,32,8,2023,10,222,August,iNAT,Gomphidae
Libellula vibrans,33.861613791,-85.1877077893,2023-08-10,32,8,2023,10,222,August,iNAT,Libellulidae
Argia tibialis,33.8664788493,-85.1886091311,2023-08-10,32,8,2023,10,222,August,iNAT,Coenagrionidae
Argia tibialis,33.8674659716,-85.1868363402,2023-08-10,32,8,2023,10,222,August,iNAT,Coenagrionidae
Argia tibialis,33.867568153,-85.1869314487,2023-08-10,32,8,2023,10,222,August,iNAT,Coenagrionidae
Pachydiplax longipennis,33.7812062783,-83.2193895785,2023-08-10,32,8,2023,10,222,August,iNAT,Libellulidae
Perithemis tenera,33.77417,-84.3281466667,2023-08-10,32,8,2023,10,222,August,iNAT,Libellulidae
Ischnura posita,33.8125668859,-85.1438178645,2023-08-10,32,8,2023,10,222,August,iNAT,Coenagrionidae
Erythemis simplicicollis,33.8130041244,-85.1443666885,2023-08-10,32,8,2023,10,222,August,iNAT,Libellulidae
Lestes vigilax,33.5911167461,-84.0626210364,2023-08-10,32,8,2023,10,222,August,iNAT,Lestidae
Ischnura ramburii,33.925646085,-83.3752870215,2023-08-10,32,8,2023,10,222,August,iNAT,Coenagrionidae
Erythemis simplicicollis,31.9349381,-81.0470536,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Erythemis simplicicollis,32.0035477,-80.973723,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Plathemis lydia,33.0292805,-84.9032366667,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Plathemis lydia,30.754665,-84.725944,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Celithemis eponina,30.754052,-84.726736,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Plathemis lydia,34.3825657795,-84.1559544752,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Perithemis tenera,33.6809976258,-83.3843309986,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Pachydiplax longipennis,34.0176048083,-85.2581962694,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Anax junius,34.3362363048,-83.8186569805,2023-08-09,32,8,2023,9,221,August,iNAT,Aeshnidae
Enallagma aspersum,34.3362363048,-83.8186569805,2023-08-09,32,8,2023,9,221,August,iNAT,Coenagrionidae
Pachydiplax longipennis,34.9020462036,-84.2936935425,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Plathemis lydia,33.42835205,-82.07668885,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Plathemis lydia,34.33516568,-83.8181097381,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Erythemis simplicicollis,34.33516568,-83.8181097381,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Erythemis simplicicollis,34.1782531738,-84.4484863281,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Perithemis tenera,33.9026565552,-84.088432312,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Libellula incesta,34.0212120924,-84.4076921957,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Libellula incesta,33.9020783333,-84.0897221667,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Ischnura posita,33.9831388944,-84.2362067806,2023-08-09,32,8,2023,9,221,August,iNAT,Coenagrionidae
Enallagma civile,32.8718916667,-82.216255,2023-08-09,32,8,2023,9,221,August,iNAT,Coenagrionidae
Ischnura posita,33.9721776307,-84.3818357826,2023-08-09,32,8,2023,9,221,August,iNAT,Coenagrionidae
Pachydiplax longipennis,33.9852549982,-84.3238875821,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Boyeria vinosa,33.9046866667,-83.38212,2023-08-09,32,8,2023,9,221,August,iNAT,Aeshnidae
Erythemis simplicicollis,33.4473276686,-84.1468616948,2023-08-09,32,8,2023,9,221,August,iNAT,Libellulidae
Tramea lacerata,34.01278066,-83.64452753,2023-08-08,32,8,2023,8,220,August,iNAT,Libellulidae
Erythemis simplicicollis,30.754087,-84.726987,2023-08-08,32,8,2023,8,220,August,iNAT,Libellulidae
Celithemis eponina,30.754154,-84.726819,2023-08-08,32,8,2023,8,220,August,iNAT,Libellulidae
Argia apicalis,34.178314209,-84.448425293,2023-08-08,32,8,2023,8,220,August,iNAT,Coenagrionidae
Calopteryx maculata,34.35392,-84.6634366667,2023-08-08,32,8,2023,8,220,August,iNAT,Calopterygidae
Libellula incesta,34.2689409022,-85.1706255855,2023-08-08,32,8,2023,8,220,August,iNAT,Libellulidae
Libellula vibrans,33.9519347,-83.357567,2023-08-08,32,8,2023,8,220,August,iNAT,Libellulidae
Pantala flavescens,34.1156821352,-84.4934640578,2023-08-08,32,8,2023,8,220,August,iNAT,Libellulidae
Ischnura posita,34.0619831742,-83.9821221146,2023-08-08,32,8,2023,8,220,August,iNAT,Coenagrionidae
Erythemis simplicicollis,30.787929,-84.665712,2023-08-08,32,8,2023,8,220,August,iNAT,Libellulidae
Pachydiplax longipennis,30.788198,-84.665988,2023-08-08,32,8,2023,8,220,August,iNAT,Libellulidae
Libellula vibrans,33.00323055,-81.747895,2023-08-08,32,8,2023,8,220,August,iNAT,Libellulidae
Plathemis lydia,33.6676268876,-82.2878915086,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Celithemis amanda,30.754251,-84.72679,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Libellula incesta,34.2381533333,-84.2964383333,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Plathemis lydia,33.8642283333,-84.3773583333,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Erythemis simplicicollis,33.974217,-83.731033,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Libellula luctuosa,34.1043888583,-85.3360188778,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Pachydiplax longipennis,33.8137037297,-84.2833856,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Aphylla williamsoni,32.417751,-81.791303,2023-08-07,32,8,2023,7,219,August,iNAT,Gomphidae
Perithemis tenera,32.417175,-81.79087,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Orthemis ferruginea,32.417639,-81.790952,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Erythemis simplicicollis,30.754722,-84.725815,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Plathemis lydia,30.754732,-84.72579,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Erythemis simplicicollis,32.8437834701,-81.5253591165,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Calopteryx maculata,33.9924403342,-84.3249781856,2023-08-07,32,8,2023,7,219,August,iNAT,Calopterygidae
Erythemis simplicicollis,33.9688715012,-83.7289149567,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Argia apicalis,33.969117,-83.729117,2023-08-07,32,8,2023,7,219,August,iNAT,Coenagrionidae
Erythemis simplicicollis,33.9735944316,-83.7314644448,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Argia apicalis,33.9740317223,-83.7312852515,2023-08-07,32,8,2023,7,219,August,iNAT,Coenagrionidae
Argia apicalis,33.967426,-83.727801,2023-08-07,32,8,2023,7,219,August,iNAT,Coenagrionidae
Pachydiplax longipennis,33.967449,-83.727771,2023-08-07,32,8,2023,7,219,August,iNAT,Libellulidae
Orthemis ferruginea,30.9153288821,-81.4202440108,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Erythemis simplicicollis,30.75472,-84.72582,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Plathemis lydia,30.754212,-84.726318,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Miathyria marcella,30.753579,-84.726684,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Gynacantha nervosa,30.914775,-81.421845,2023-08-06,31,8,2023,6,218,August,iNAT,Aeshnidae
Libellula auripennis,32.0182790267,-80.844845554,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Erythemis simplicicollis,30.9159559459,-81.4206473499,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Libellula needhami,30.9562089547,-81.5890635764,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Libellula flavida,32.0682068997,-84.9096792997,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Libellula vibrans,33.8649783333,-84.379395,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Plathemis lydia,33.5146852233,-84.7390458939,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Libellula incesta,33.9755994998,-84.2666416724,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Pachydiplax longipennis,33.9754969581,-84.2663999828,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Plathemis lydia,33.9755298636,-84.2664859798,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Erythemis simplicicollis,34.1686888889,-83.4624444444,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Argia tibialis,33.9731955709,-84.2645914185,2023-08-06,31,8,2023,6,218,August,iNAT,Coenagrionidae
Libellula incesta,34.1280849722,-84.4490109722,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Libellula luctuosa,34.1280849722,-84.4490109722,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Enallagma aspersum,33.9747858006,-84.2670218805,2023-08-06,31,8,2023,6,218,August,iNAT,Coenagrionidae
Plathemis lydia,33.974762726,-84.2678570098,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Plathemis lydia,33.9753926929,-84.2688908716,2023-08-06,31,8,2023,6,218,August,iNAT,Libellulidae
Enallagma civile,33.975295,-84.266827,2023-08-06,31,8,2023,6,218,August,iNAT,Coenagrionidae
